"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
41,-1,1,81,5631.573991,0.566965,1407.673926,0.414416,180.2,28.0,8.10,1.26,28/09/2021 17:52:35,-1,20.889,3.178,19,0,0,0.0,0.0
42,-1,1,81,5843.758802,0.090009,1460.708883,0.397701,14788.5,130.5,7.07,0.10,28/09/2021 17:52:35,-1,1470.622,64.001,13,0,0,0.0,0.0
43,-1,1,81,5983.353533,0.831779,1495.600167,0.453081,76.0,19.7,7.13,2.01,28/09/2021 17:52:35,-1,10.005,2.664,11,0,0,0.0,0.0
44,-1,1,81,6037.552007,0.516004,1509.146913,0.424852,137.5,21.4,7.23,1.16,28/09/2021 17:52:35,-1,17.859,2.907,11,0,0,0.0,0.0
45,-1,1,81,6173.634740,0.847929,1543.160384,0.462117,46.2,15.4,5.48,1.95,28/09/2021 17:52:35,-1,7.922,2.657,9,0,0,0.0,0.0
46,-1,1,81,6352.631051,0.403437,1587.899975,0.430809,181.4,22.2,6.92,0.67,28/09/2021 17:52:35,-1,24.616,3.032,12,0,0,0.0,0.0
47,-1,1,81,6370.401854,0.433641,1592.341734,0.433454,163.4,21.1,6.92,0.67,28/09/2021 17:52:35,-1,22.171,2.847,11,0,0,0.0,0.0
48,-1,1,81,6483.879388,0.586588,1620.705103,0.449755,92.6,17.1,6.50,0.93,28/09/2021 17:52:35,-1,13.395,2.499,9,0,0,0.0,0.0
49,-1,1,81,6522.972140,0.585433,1630.476219,0.451499,96.8,17.4,6.50,0.93,28/09/2021 17:52:35,-1,13.992,2.475,9,0,0,0.0,0.0
50,-1,1,81,6645.744295,0.594324,1661.162751,0.458139,61.3,14.9,5.18,1.33,28/09/2021 17:52:35,-1,11.123,2.847,8,0,0,0.0,0.0
51,-1,1,81,6918.692324,0.370091,1729.385292,0.457543,218.5,22.2,7.97,0.83,28/09/2021 17:52:35,-1,25.769,2.875,7,0,0,0.0,0.0
52,-1,1,81,7058.691798,0.131622,1764.377740,0.457223,1112.4,37.6,8.49,0.26,28/09/2021 17:52:35,-1,123.115,4.954,6,0,0,0.0,0.0
54,-1,1,81,7389.994734,0.688921,1847.185915,0.506016,137.2,21.1,10.08,1.65,28/09/2021 17:52:35,-1,12.786,2.083,6,0,0,0.0,0.0
56,-1,1,81,7669.940460,1.041868,1917.157510,0.558000,29.4,12.0,5.52,2.49,28/09/2021 17:52:35,-1,5.000,2.052,5,0,0,0.0,0.0
