"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
26,-1,1,83,2908.250776,0.175586,726.987458,0.387404,980.2,65.4,5.82,0.41,28/09/2021 18:00:40,-1,158.115,10.611,194,0,0,0.0,0.0
27,-1,1,83,2927.566012,1.653853,731.815244,0.564429,88.2,45.6,5.82,0.41,28/09/2021 18:00:40,-1,14.226,7.272,190,0,0,0.0,0.0
29,-1,1,83,3072.158240,0.241384,767.955637,0.384901,713.2,64.1,6.06,0.58,28/09/2021 18:00:40,-1,110.542,9.676,189,0,0,0.0,0.0
30,-1,1,83,3091.120371,1.210790,772.695165,0.485495,126.0,47.1,6.06,0.58,28/09/2021 18:00:40,-1,19.536,7.123,183,0,0,0.0,0.0
31,-1,1,83,3141.682392,0.538954,785.332990,0.401569,308.5,60.7,6.28,1.30,28/09/2021 18:00:40,-1,46.182,8.361,179,0,0,0.0,0.0
32,-1,1,83,3178.835693,0.282299,794.619347,0.383899,556.7,60.3,5.85,0.66,28/09/2021 18:00:40,-1,89.467,9.281,176,0,0,0.0,0.0
33,-1,1,83,3342.530670,0.495939,835.534415,0.393621,225.0,48.5,4.96,1.01,28/09/2021 18:00:40,-1,42.604,8.747,169,0,0,0.0,0.0
34,-1,1,83,3358.407942,0.716556,839.502892,0.414006,155.8,44.1,4.96,1.01,28/09/2021 18:00:40,-1,29.499,7.791,166,0,0,0.0,0.0
35,-1,1,83,3441.872833,0.228767,860.364691,0.375985,612.8,56.7,5.48,0.54,28/09/2021 18:00:40,-1,104.997,9.625,164,0,0,0.0,0.0
36,-1,1,83,3644.094668,0.064906,910.909432,0.368666,3736.9,91.7,6.44,0.15,28/09/2021 18:00:40,-1,545.331,13.475,147,0,0,0.0,0.0
37,-1,1,83,3735.964762,0.330032,933.872086,0.376290,404.5,52.0,5.69,0.78,28/09/2021 18:00:40,-1,66.739,8.412,142,0,0,0.0,0.0
38,-1,1,83,3858.695232,0.226722,964.548199,0.370259,719.8,51.0,6.43,0.18,28/09/2021 18:00:40,-1,105.231,7.272,137,0,0,0.0,0.0
39,-1,1,83,3875.292267,0.083576,968.696578,0.366354,2541.4,72.3,6.43,0.18,28/09/2021 18:00:40,-1,371.531,11.420,135,0,0,0.0,0.0
40,-1,1,83,4004.646641,0.423234,1001.028316,0.379935,180.5,39.9,4.16,1.00,28/09/2021 18:00:40,-1,40.735,8.899,128,0,0,0.0,0.0
41,-1,1,83,4314.368576,0.678854,1078.442384,0.402144,181.5,47.0,5.88,1.63,28/09/2021 18:00:40,-1,29.013,7.096,122,0,0,0.0,0.0
43,-1,1,83,4480.711928,0.087556,1120.019406,0.366078,2169.4,63.3,6.15,0.10,28/09/2021 18:00:40,-1,331.204,9.764,125,0,0,0.0,0.0
45,-1,1,83,4621.303322,0.423793,1155.159803,0.381657,194.6,38.6,4.43,0.89,28/09/2021 18:00:40,-1,41.251,8.023,121,0,0,0.0,0.0
46,-1,1,83,4658.320287,0.980725,1164.412082,0.441395,78.7,32.4,4.43,0.89,28/09/2021 18:00:40,-1,16.684,6.712,121,0,0,0.0,0.0
47,-1,1,83,4679.395007,1.130282,1169.679646,0.463395,68.6,31.9,4.43,0.89,28/09/2021 18:00:40,-1,14.542,6.614,121,0,0,0.0,0.0
48,-1,1,83,4832.384590,0.720569,1207.918933,0.411005,114.6,39.8,4.50,1.70,28/09/2021 18:00:40,-1,23.905,8.070,125,0,0,0.0,0.0
49,-1,1,83,4952.108950,0.207971,1237.843677,0.375119,920.3,59.3,7.19,0.49,28/09/2021 18:00:40,-1,120.179,7.869,119,0,0,0.0,0.0
52,-1,1,83,5124.128319,0.673239,1280.839403,0.411072,215.3,46.8,7.06,1.64,28/09/2021 18:00:40,-1,28.627,5.766,91,0,0,0.0,0.0
53,-1,1,83,5510.896314,0.229578,1377.510903,0.389753,658.7,42.9,7.43,0.42,28/09/2021 18:00:40,-1,83.291,5.442,56,0,0,0.0,0.0
54,-1,1,83,5541.937132,0.838848,1385.269462,0.439695,155.3,31.6,7.43,0.42,28/09/2021 18:00:40,-1,19.642,3.891,54,0,0,0.0,0.0
55,-1,1,83,5585.023631,2.399050,1396.038803,0.714153,49.5,28.7,7.43,0.42,28/09/2021 18:00:40,-1,6.258,3.595,53,0,0,0.0,0.0
56,-1,1,83,5606.885323,0.549289,1401.503067,0.412144,235.6,33.1,7.43,0.42,28/09/2021 18:00:40,-1,29.795,4.087,52,0,0,0.0,0.0
57,-1,1,83,5632.559761,0.341535,1407.920316,0.398712,395.8,36.5,7.43,0.42,28/09/2021 18:00:40,-1,50.044,4.559,51,0,0,0.0,0.0
58,-1,1,83,5843.750740,0.062594,1460.706868,0.397372,38196.1,201.5,7.08,0.06,28/09/2021 18:00:40,-1,3791.416,125.846,42,0,0,0.0,0.0
59,-1,1,83,5984.453416,0.652568,1495.875080,0.434396,123.5,28.2,6.33,1.57,28/09/2021 18:00:40,-1,18.324,4.122,30,0,0,0.0,0.0
60,-1,1,83,6037.122623,0.279463,1509.039590,0.410767,380.9,33.7,6.85,0.63,28/09/2021 18:00:40,-1,52.222,4.909,31,0,0,0.0,0.0
61,-1,1,83,6353.527978,0.201005,1588.124159,0.421886,547.3,34.4,6.74,0.34,28/09/2021 18:00:40,-1,76.311,4.954,30,0,0,0.0,0.0
62,-1,1,83,6371.478517,0.219151,1592.610843,0.423294,483.3,32.7,6.74,0.34,28/09/2021 18:00:40,-1,67.387,4.667,28,0,0,0.0,0.0
63,-1,1,83,6483.380940,0.344067,1620.580517,0.433772,330.2,30.4,7.87,0.54,28/09/2021 18:00:40,-1,39.437,3.559,22,0,0,0.0,0.0
64,-1,1,83,6501.251022,1.046450,1625.047091,0.499928,90.2,22.4,7.87,0.54,28/09/2021 18:00:40,-1,10.774,2.589,21,0,0,0.0,0.0
65,-1,1,83,6522.648317,0.329360,1630.395280,0.434975,339.4,29.9,7.87,0.54,28/09/2021 18:00:40,-1,40.529,3.582,21,0,0,0.0,0.0
66,-1,1,83,6553.054680,0.870350,1637.995260,0.480685,110.5,22.9,7.87,0.54,28/09/2021 18:00:40,-1,13.197,2.644,21,0,0,0.0,0.0
67,-1,1,83,6646.557126,0.544011,1661.365916,0.454258,193.7,28.3,8.15,1.20,28/09/2021 18:00:40,-1,22.333,3.206,19,0,0,0.0,0.0
68,-1,1,83,6666.548076,1.411749,1666.362594,0.559711,61.8,21.8,8.15,1.20,28/09/2021 18:00:40,-1,7.123,2.443,19,0,0,0.0,0.0
69,-1,1,83,6736.994442,1.394101,1683.970451,0.559843,69.8,26.5,8.31,3.31,28/09/2021 18:00:40,-1,7.889,2.818,20,0,0,0.0,0.0
70,-1,1,83,6918.671806,0.241507,1729.380164,0.452142,541.6,34.4,8.36,0.54,28/09/2021 18:00:40,-1,60.851,4.291,18,0,0,0.0,0.0
71,-1,1,83,7058.815924,0.110793,1764.408765,0.456885,3069.3,77.1,7.94,0.20,28/09/2021 18:00:40,-1,317.339,10.177,16,0,0,0.0,0.0
72,-1,1,83,7390.370075,0.349253,1847.279731,0.483781,358.1,31.4,8.80,0.80,28/09/2021 18:00:40,-1,38.236,3.602,18,0,0,0.0,0.0
